Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,overtime_flag,business_travel_ord,dept_Sales,dept_RD,dept_HR,marital_Single,marital_Married,marital_Divorced,salary_percentile,promotion_gap_months,tenure_ratio
56,7,4,2,1,5,2,13776,3,15,3,3,3,27,0,1,22,11,4,13,0,1,1,0,0,0,0,1,0.5776504297994269,4.0,0.7857142857142857
54,11,5,1,3,5,3,18627,1,24,3,4,3,35,4,4,20,16,5,14,0,1,0,0,1,0,0,1,0.8381515794173456,5.0,0.5555555555555556
52,15,3,3,2,1,3,15573,8,24,3,1,1,36,4,2,6,6,1,6,1,1,0,0,1,0,1,0,0.6143542806116754,1.0,0.16216216216216217
48,22,1,1,1,4,2,7926,8,20,3,1,1,21,5,1,0,0,0,0,0,2,0,0,1,0,0,1,0.2303828552293783,0.0,0.0
58,5,2,4,3,5,3,12753,3,19,4,1,3,26,2,1,11,10,1,9,0,0,0,1,0,0,1,0,0.3920508367540259,1.0,0.4074074074074074
44,3,4,3,3,2,3,14123,3,13,3,3,0,37,5,3,11,11,6,3,0,2,0,0,1,0,1,0,0.5286304275030695,6.0,0.2894736842105263
39,25,2,2,4,5,2,12852,7,21,3,4,0,27,2,4,1,1,1,1,0,1,0,0,1,1,0,0,0.45953789485433644,1.0,0.03571428571428571
53,2,5,2,3,4,1,10896,3,17,4,3,1,32,0,4,12,9,3,6,0,1,0,0,1,0,1,0,0.36354503850876213,3.0,0.36363636363636365
24,12,2,2,3,5,4,13919,4,22,4,2,1,1,6,4,0,0,0,0,1,2,1,0,0,1,0,0,0.5850366125437758,0.0,0.0
48,2,3,4,3,2,4,14021,9,25,3,4,2,34,2,4,12,11,1,6,1,1,0,1,0,1,0,0,0.45741237764445847,1.0,0.34285714285714286
46,12,3,3,1,1,3,17936,7,24,3,1,0,11,3,3,0,0,0,0,0,2,0,1,0,1,0,0,0.7183059677928639,0.0,0.0
59,21,2,1,3,3,3,13130,6,25,3,3,3,37,4,3,18,10,1,12,0,2,0,1,0,0,0,1,0.41233817492895486,1.0,0.47368421052631576
25,7,2,4,2,5,2,15803,2,24,3,1,0,11,2,4,11,9,2,5,0,0,0,0,1,0,0,1,0.6295345462663243,2.0,0.9166666666666666
46,4,1,3,2,4,3,19735,4,25,3,2,3,15,6,3,3,3,1,3,0,2,0,1,0,1,0,0,0.9249684243763814,1.0,0.1875
23,16,5,1,4,4,3,1859,3,23,3,1,3,8,2,4,2,1,1,2,0,0,0,1,0,0,1,0,0.013340700978844332,1.0,0.2222222222222222
55,7,3,3,4,5,2,19542,0,24,4,3,2,34,3,2,27,10,5,13,0,1,1,0,0,1,0,0,0.9428207577204711,5.0,0.7714285714285715
32,10,1,1,4,4,3,4353,7,23,3,2,3,6,5,3,3,3,1,3,1,1,0,1,0,1,0,0,0.06950584149036944,1.0,0.42857142857142855
58,2,3,1,4,1,3,18786,7,16,3,4,1,39,0,2,20,14,3,7,0,0,0,0,1,0,0,1,0.8518807902667709,3.0,0.5
37,11,3,2,1,5,2,19905,3,25,3,2,2,24,6,4,24,15,3,12,0,1,0,1,0,0,0,1,0.9617145563624881,3.0,0.96
31,4,2,1,3,5,3,12930,5,16,3,4,0,23,5,1,6,2,5,6,1,1,1,0,0,0,1,0,0.530404329831264,5.0,0.25
37,16,5,2,1,3,3,3984,4,17,3,1,3,29,3,2,1,1,1,1,0,0,0,0,1,0,1,0,0.0836030807009711,1.0,0.03333333333333333
46,4,5,1,1,3,4,18571,8,23,3,4,0,33,0,4,10,10,4,3,0,1,0,1,0,0,1,0,0.7760104199557941,4.0,0.29411764705882354
38,12,5,3,1,4,2,15443,4,23,3,4,2,14,6,3,0,0,0,0,1,1,1,0,0,1,0,0,0.6669850366125438,0.0,0.0
23,15,3,2,4,3,2,16768,3,24,4,4,0,5,5,2,1,1,1,1,1,2,0,1,0,1,0,0,0.6246447742342911,1.0,0.16666666666666666
50,10,2,3,2,5,3,14112,5,21,3,4,1,29,1,2,16,6,4,6,0,2,0,0,1,1,0,0,0.5279607099006586,4.0,0.5333333333333333
22,6,5,1,3,4,1,7150,2,21,3,3,0,5,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.24699140401146133,0.0,0.0
49,4,4,1,3,2,3,1697,6,17,3,3,2,35,1,2,12,11,5,4,0,1,0,0,1,0,0,1,0.01562674405625628,5.0,0.3333333333333333
30,11,3,3,3,4,4,11283,5,14,3,3,3,20,0,1,2,2,2,2,0,1,0,1,0,0,1,0,0.3238474897379223,2.0,0.09523809523809523
60,8,4,2,3,1,1,7452,2,25,3,4,2,40,3,3,27,15,1,14,0,2,1,0,0,1,0,0,0.260681311684177,1.0,0.6585365853658537
32,2,5,3,3,5,1,19928,4,17,3,4,1,19,1,2,5,5,1,4,1,1,0,1,0,1,0,0,0.9673981686138301,1.0,0.25
49,8,2,3,4,5,2,10996,2,22,3,1,2,37,1,4,15,10,7,5,1,1,0,1,0,1,0,0,0.31125670982001896,7.0,0.39473684210526316
52,2,4,4,2,5,1,5835,2,16,3,3,3,39,6,4,28,14,2,15,0,1,0,1,0,0,0,1,0.1128039153773287,2.0,0.7
48,15,4,1,4,3,4,5208,3,20,3,4,3,26,2,1,2,2,2,2,0,1,1,0,0,0,1,0,0.1640878701050621,2.0,0.07407407407407407
36,8,3,2,3,4,2,2111,3,13,3,3,2,9,3,4,1,1,1,1,0,2,1,0,0,0,0,1,0.03947787328876154,1.0,0.1
58,3,5,4,1,5,3,18032,3,25,3,3,1,34,2,2,10,6,6,7,0,1,0,0,1,0,1,0,0.7839044536220561,6.0,0.2857142857142857
56,4,3,4,2,4,4,18609,4,19,3,2,0,38,0,3,21,6,3,12,0,1,0,1,0,1,0,0,0.7789311651405115,3.0,0.5384615384615384
51,11,1,3,3,4,4,1019,4,22,3,4,1,25,4,2,4,3,2,4,0,1,0,0,1,0,1,0,0.0008929568032146445,2.0,0.15384615384615385
57,4,3,3,3,1,4,3550,0,15,3,1,3,28,3,3,8,8,1,1,0,1,0,1,0,0,0,1,0.050165772023997475,1.0,0.27586206896551724
51,18,5,4,2,1,4,19788,9,20,3,1,1,33,2,3,8,3,1,7,0,1,0,1,0,1,0,0,0.9356251973476476,1.0,0.23529411764705882
48,25,1,1,1,3,4,17678,7,13,3,3,0,21,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0.8018465456860873,0.0,0.0
29,13,2,2,1,1,3,19844,6,14,4,2,3,9,1,4,0,0,0,0,0,1,0,1,0,1,0,0,0.9478212819703189,0.0,0.0
49,3,4,3,2,4,3,17603,6,22,4,2,1,23,6,2,2,2,2,2,0,2,0,1,0,1,0,0,0.6907562361856646,2.0,0.08333333333333333
58,12,2,1,2,5,1,18231,5,21,3,4,3,32,3,4,7,5,2,2,1,0,0,1,0,1,0,0,0.7449873697505526,2.0,0.21212121212121213
47,7,3,4,3,3,4,7357,1,15,4,4,3,16,4,2,3,3,1,3,0,1,1,0,0,0,1,0,0.2565425023877746,1.0,0.17647058823529413
26,10,4,3,4,1,3,16519,5,22,4,2,3,21,1,2,16,7,3,10,0,1,0,0,1,1,0,0,0.6742940060274584,3.0,0.7272727272727273
56,2,3,4,4,5,1,7992,1,24,3,3,0,37,3,2,15,9,1,6,1,2,1,0,0,0,1,0,0.2850684495383636,1.0,0.39473684210526316
60,6,2,1,1,2,4,5861,5,25,3,1,0,40,5,2,25,15,3,16,0,1,0,0,1,0,1,0,0.1493470253376493,3.0,0.6097560975609756
21,11,1,2,1,1,4,13762,0,24,3,1,2,9,0,3,1,1,1,1,1,1,1,0,0,0,1,0,0.5767589939509711,1.0,0.1
54,5,4,3,3,4,1,14468,8,22,3,2,3,31,0,2,8,8,3,8,1,0,0,1,0,1,0,0,0.4818834859488475,3.0,0.25
55,2,4,4,1,4,2,14232,3,15,3,3,2,29,4,4,1,1,1,1,0,1,0,1,0,0,1,0,0.46846384591095674,1.0,0.03333333333333333
46,3,5,2,3,3,3,11890,8,20,3,1,2,21,3,1,7,1,1,7,0,0,0,1,0,0,0,1,0.35116040416798233,1.0,0.3181818181818182
38,12,2,1,1,5,1,18868,1,13,3,2,2,27,0,3,7,7,1,2,0,1,0,1,0,1,0,0,0.8056520366277234,1.0,0.25
31,15,1,4,4,3,2,12227,3,24,3,4,3,10,4,1,0,0,0,0,0,1,0,0,1,0,0,1,0.42873088514343116,0.0,0.0
27,4,4,2,1,4,1,11008,9,25,3,2,3,3,2,1,0,0,0,0,0,2,0,1,0,1,0,0,0.31173034417429746,0.0,0.0
52,4,1,4,1,4,1,12577,8,17,3,4,0,31,0,4,13,11,2,13,0,1,0,1,0,0,0,1,0.3838411746131986,2.0,0.40625
52,5,3,1,3,2,3,18170,7,24,3,4,0,35,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0.7389485317335017,1.0,0.027777777777777776
32,8,5,4,3,2,3,9324,8,22,3,4,3,2,4,2,2,2,1,1,0,1,0,0,1,0,1,0,0.28909476504074116,1.0,0.6666666666666666
34,4,3,1,4,1,1,3700,8,17,3,3,2,12,2,2,2,1,2,2,0,1,0,1,0,0,1,0,0.05375749921060941,2.0,0.15384615384615385
41,14,5,3,3,1,4,11820,1,17,3,2,2,17,3,2,7,5,3,5,0,0,1,0,0,0,0,1,0.4690862782553327,3.0,0.3888888888888889
26,9,3,2,4,5,1,13573,9,25,3,2,0,4,3,4,0,0,0,0,0,1,1,0,0,0,1,0,0.5660617637695001,0.0,0.0
47,16,3,4,4,2,4,9611,7,17,3,2,2,23,4,3,10,10,3,10,1,1,0,1,0,1,0,0,0.24940795705715188,3.0,0.4166666666666667
39,21,1,1,4,1,4,19723,3,25,3,3,1,25,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0.9228370697821282,0.0,0.0
53,4,5,1,3,1,2,10653,4,17,3,3,1,38,4,2,18,12,5,13,0,1,1,0,0,0,1,0,0.41114294810569885,5.0,0.46153846153846156
30,20,2,3,3,5,1,18279,2,24,3,2,1,1,2,3,0,0,0,0,0,1,0,1,0,1,0,0,0.749052731291443,0.0,0.0
32,20,5,2,1,4,4,14362,6,25,3,1,2,9,5,2,0,0,0,0,0,2,0,0,1,0,0,1,0.5419131599508874,0.0,0.0
35,2,4,3,1,1,2,9034,3,20,3,4,3,7,3,3,0,0,0,0,0,1,0,0,1,0,0,1,0.27737470699854894,0.0,0.0
36,4,1,2,2,3,4,18703,0,15,3,4,1,14,6,2,0,0,0,0,0,1,0,1,0,0,0,1,0.7891932428165457,0.0,0.0
22,2,1,4,2,5,4,14387,5,14,3,1,0,2,6,2,0,0,0,0,1,1,0,1,0,1,0,0,0.47734449005367857,0.0,0.0
44,4,4,1,1,4,3,18257,3,13,3,1,3,7,3,4,0,0,0,0,0,1,0,1,0,1,0,0,0.7468029681086201,0.0,0.0
59,2,4,3,2,5,4,19433,5,18,3,1,2,29,2,4,1,1,1,1,0,1,0,1,0,1,0,0,0.8753946952952321,1.0,0.03333333333333333
51,9,1,4,2,5,4,19788,9,15,3,2,2,20,4,3,0,0,0,0,1,1,1,0,0,1,0,0,0.9666348296720789,0.0,0.0
53,23,3,3,2,4,3,2393,4,25,3,3,0,32,4,4,1,1,1,1,0,1,0,1,0,1,0,0,0.02407641300915693,1.0,0.030303030303030304
49,11,2,4,4,1,3,5854,9,24,4,2,3,20,2,3,5,5,5,5,0,1,0,1,0,1,0,0,0.11339595832017682,5.0,0.23809523809523808
50,11,1,4,2,3,4,8555,6,23,3,3,1,19,0,4,6,6,1,6,0,0,0,1,0,1,0,0,0.2059520050520998,1.0,0.3
40,6,2,2,3,5,4,19361,5,14,3,3,1,22,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0.8655273129144301,0.0,0.0
57,11,1,1,3,2,4,11605,4,24,3,1,0,27,4,3,0,0,0,0,0,1,1,0,0,1,0,0,0.4576886341929322,0.0,0.0
49,5,5,1,3,2,4,13624,5,25,3,4,3,15,6,1,1,1,1,1,0,2,0,0,1,1,0,0,0.5011720058042192,1.0,0.0625
36,15,3,3,3,5,1,19428,0,24,3,4,1,13,1,2,0,0,0,0,0,1,0,1,0,1,0,0,0.8744868961161983,0.0,0.0
34,11,1,3,2,5,1,18209,4,24,4,4,1,4,2,2,1,1,1,1,0,1,0,1,0,0,1,0,0.7427376065677297,1.0,0.2
26,8,4,3,2,2,1,8758,1,25,3,4,3,5,5,3,2,2,2,1,1,2,0,1,0,0,0,1,0.21471424060625197,2.0,0.3333333333333333
31,20,2,3,4,5,3,14433,0,21,3,3,2,14,2,3,0,0,0,0,0,1,0,1,0,1,0,0,0.47983107041364065,0.0,0.0
49,19,2,4,1,1,1,9160,0,24,3,3,2,21,3,3,2,2,2,2,0,0,1,0,0,0,1,0,0.3390003183699459,2.0,0.09090909090909091
24,15,2,1,4,4,1,4493,6,13,3,4,2,8,0,4,0,0,0,0,0,2,1,0,0,1,0,0,0.13632601082457815,0.0,0.0
54,4,1,1,1,3,2,11951,3,18,3,4,1,30,5,4,11,11,1,9,1,2,1,0,0,1,0,0,0.47621776504297997,1.0,0.3548387096774194
30,12,3,2,2,4,4,11787,8,16,3,1,2,8,6,4,0,0,0,0,1,1,0,1,0,0,0,1,0.34638459109567415,0.0,0.0
45,26,5,4,1,5,4,18720,9,21,3,1,3,15,5,3,0,0,0,0,0,0,1,0,0,0,0,1,0.874880611270296,0.0,0.0
35,5,1,3,3,1,2,18347,3,16,3,2,2,14,0,2,1,1,1,1,0,1,1,0,0,1,0,0,0.8490926456542502,1.0,0.06666666666666667
49,10,1,1,4,2,3,2985,5,18,4,4,1,36,2,1,22,15,1,13,0,1,0,0,1,1,0,0,0.05134501618484206,1.0,0.5945945945945946
57,7,1,3,2,1,2,8945,7,25,3,1,0,30,6,3,6,4,2,6,0,0,0,1,0,0,1,0,0.22193716450899906,2.0,0.1935483870967742
29,2,4,2,3,2,3,9191,3,21,4,1,1,8,1,1,2,2,2,1,0,1,1,0,0,1,0,0,0.3399554282075772,2.0,0.2222222222222222
22,12,3,2,4,1,2,5865,8,25,3,1,1,15,1,1,1,1,1,1,0,2,0,0,1,0,0,1,0.14957026453845296,1.0,0.0625
56,11,4,1,1,2,4,19160,3,23,3,2,0,33,5,2,4,3,1,4,0,1,1,0,0,0,1,0,0.9092008914358485,1.0,0.11764705882352941
44,6,5,4,2,5,3,3088,7,25,3,4,1,34,5,3,14,11,1,7,0,1,1,0,0,1,0,0,0.0781279847182426,1.0,0.4
47,5,2,1,1,3,4,19447,4,16,3,2,0,29,5,3,1,1,1,1,0,2,0,1,0,1,0,0,0.8773287022418693,1.0,0.03333333333333333
39,2,5,1,4,1,1,19708,3,24,4,1,3,25,2,1,25,11,3,16,0,1,1,0,0,1,0,0,0.9586119070359758,3.0,0.9615384615384616
37,6,4,1,3,2,2,6141,5,19,4,1,2,26,1,1,2,2,2,2,0,1,1,0,0,0,0,1,0.20191021967526265,2.0,0.07407407407407407
39,5,5,1,2,3,2,16937,7,25,3,4,0,21,5,2,5,5,2,5,0,1,0,0,1,0,1,0,0.7009710905234959,2.0,0.22727272727272727
49,2,5,4,2,2,3,7408,8,22,3,1,3,34,2,3,7,7,2,3,0,2,0,1,0,0,1,0,0.16249605304704767,2.0,0.2
28,12,2,4,2,1,2,16278,3,14,3,3,0,9,3,3,0,0,0,0,0,1,0,0,1,0,1,0,0.6603415559772297,0.0,0.0
55,6,1,1,4,3,3,14324,6,23,3,1,2,32,1,2,1,1,1,1,1,1,0,1,0,1,0,0,0.47359488474897377,1.0,0.030303030303030304
47,13,3,4,1,2,1,15512,4,24,3,3,3,22,6,2,6,6,6,3,0,1,0,0,1,0,1,0,0.6105592141980132,6.0,0.2608695652173913
40,5,5,4,4,2,2,6312,6,17,3,3,2,3,3,3,0,0,0,0,0,1,0,1,0,1,0,0,0.12665772023997474,0.0,0.0
58,22,2,1,4,1,2,17048,2,23,3,2,2,36,6,2,6,6,1,6,0,1,1,0,0,0,0,1,0.7644699140401147,1.0,0.16216216216216217
24,6,1,2,2,5,3,8250,4,13,4,4,0,13,0,2,4,4,3,3,1,1,0,0,1,1,0,0,0.24422368567920527,3.0,0.2857142857142857
58,20,4,3,1,2,3,17645,3,23,3,3,3,39,0,1,5,5,1,2,0,2,0,1,0,0,0,1,0.694229554783707,1.0,0.125
46,9,1,3,1,2,3,20000,0,24,3,1,3,7,5,1,0,0,0,0,0,1,0,1,0,0,0,1,1.0,0.0,0.0
26,13,2,4,4,4,4,9898,4,22,4,1,2,17,0,4,4,4,2,3,0,1,1,0,0,1,0,0,0.3739573384272525,2.0,0.2222222222222222
29,7,3,2,3,1,4,6007,8,17,3,3,0,8,0,4,6,5,2,6,0,1,0,0,1,1,0,0,0.15403504855452618,2.0,0.6666666666666666
19,17,2,4,3,4,4,18991,4,14,3,1,0,0,6,3,0,0,0,0,0,1,0,0,1,0,1,0,0.8692934479294564,0.0,0.0
46,7,4,2,3,5,4,19989,8,15,3,4,3,11,0,3,8,5,2,5,0,2,0,1,0,0,1,0,0.9918692769182191,2.0,0.6666666666666666
23,6,4,4,3,1,1,18740,2,25,3,4,2,26,2,3,22,16,5,14,0,1,0,0,1,0,1,0,0.8476392454515013,5.0,0.8148148148148148
60,23,1,1,3,5,4,16645,6,25,3,2,0,40,1,4,10,5,2,7,0,1,0,1,0,0,1,0,0.616277233975371,2.0,0.24390243902439024
32,12,2,2,1,4,1,6266,8,20,3,2,1,10,5,1,1,1,1,1,0,0,1,0,0,0,1,0,0.20662209487424388,1.0,0.09090909090909091
50,5,3,3,2,5,3,12368,1,25,3,3,0,32,4,4,25,14,5,9,1,1,0,1,0,0,1,0,0.3744868961161983,5.0,0.7575757575757576
35,9,1,4,1,2,4,6227,8,24,3,4,1,15,0,2,2,2,2,2,0,1,0,1,0,0,1,0,0.12464477423429113,2.0,0.125
22,9,5,4,3,4,2,5023,2,19,3,2,0,6,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0.156829035339064,0.0,0.0
33,5,3,1,3,2,1,5374,2,22,3,1,0,13,6,3,6,2,3,3,0,1,0,1,0,0,0,1,0.09910798863277549,3.0,0.42857142857142855
56,4,3,4,4,3,4,6115,3,24,3,2,1,30,2,4,6,6,2,6,0,2,0,0,1,0,0,1,0.15827659336979574,2.0,0.1935483870967742
37,18,3,3,2,2,2,16964,7,18,3,3,2,7,6,3,0,0,0,0,1,1,0,1,0,0,1,0,0.6394458478054942,0.0,0.0
40,4,3,2,1,2,2,17152,5,22,3,3,2,2,3,2,1,1,1,1,0,1,0,1,0,0,1,0,0.6537732870224187,1.0,0.3333333333333333
36,2,2,4,1,1,2,8157,7,21,3,4,1,1,1,4,0,0,0,0,1,1,1,0,0,1,0,0,0.2923909582935371,0.0,0.0
46,24,3,2,3,1,1,17642,0,25,3,4,0,26,3,1,1,1,1,0,1,1,0,0,1,0,0,1,0.7552182163187856,1.0,0.037037037037037035
50,11,1,2,1,2,1,3031,3,17,3,1,2,15,2,4,1,1,1,1,0,1,1,0,0,1,0,0,0.07513530722699777,1.0,0.0625
48,11,3,2,1,3,3,1125,1,25,3,2,3,24,4,2,11,8,6,7,0,1,1,0,0,0,0,1,0.005412289079910856,6.0,0.44
39,8,1,1,4,1,4,13516,5,20,3,2,2,23,1,1,3,3,1,3,1,1,1,0,0,0,1,0,0.56300541228908,1.0,0.125
50,12,1,1,3,1,2,11988,2,25,3,2,0,25,1,2,6,6,4,4,0,1,0,0,1,0,0,1,0.416341109498828,4.0,0.23076923076923078
49,8,4,3,1,5,1,17489,5,16,3,2,1,34,6,1,15,10,5,11,1,0,0,1,0,1,0,0,0.6808888538048626,5.0,0.42857142857142855
34,3,1,4,4,5,3,19196,9,22,3,4,1,12,3,1,6,6,1,6,0,2,0,1,0,0,1,0,0.8426349857909694,1.0,0.46153846153846156
39,8,4,2,2,5,4,18839,2,15,3,3,1,29,5,2,3,3,1,3,0,2,1,0,0,0,0,1,0.8826488379496975,1.0,0.1
43,7,2,3,2,1,2,19257,5,25,3,2,0,14,2,3,0,0,0,0,0,2,0,1,0,1,0,0,0.8507657088727503,0.0,0.0
59,6,1,3,1,1,3,15772,2,17,3,2,1,39,2,3,29,12,3,13,0,1,1,0,0,1,0,0,0.6879337790512575,3.0,0.725
43,14,4,1,2,5,3,18013,1,24,3,1,0,16,5,1,1,1,1,1,0,1,0,1,0,1,0,0,0.7250157878118093,1.0,0.058823529411764705
32,18,4,1,4,2,3,19986,6,21,3,1,0,16,3,3,2,2,1,2,0,1,0,1,0,0,1,0,0.9904089043258605,1.0,0.11764705882352941
55,2,1,2,1,5,2,14759,0,20,3,3,0,37,5,1,14,10,2,13,0,2,0,1,0,0,0,1,0.4985396274076413,2.0,0.3684210526315789
49,19,1,3,1,3,4,10325,6,19,3,2,0,22,1,2,5,5,5,5,1,1,0,0,1,0,1,0,0.33954682442236855,5.0,0.21739130434782608
33,2,3,4,1,4,4,8907,4,25,3,3,2,21,5,2,1,1,1,1,0,1,0,0,1,1,0,0,0.2724634445808684,1.0,0.045454545454545456
54,9,2,4,2,3,1,6748,8,22,3,4,2,29,0,3,23,12,4,15,1,1,0,0,1,0,1,0,0.18316776425940395,4.0,0.7666666666666667
48,10,5,3,3,1,3,7651,1,25,3,3,1,28,0,3,5,5,4,5,0,1,1,0,0,1,0,0,0.26946832219038525,4.0,0.1724137931034483
51,9,1,2,4,3,4,15415,1,25,3,4,0,33,2,2,16,6,2,13,0,1,0,0,1,0,1,0,0.6047549949771179,2.0,0.47058823529411764
49,8,1,4,1,3,3,13863,7,21,4,4,1,34,4,3,10,10,2,2,1,1,0,0,1,1,0,0,0.5142314990512334,2.0,0.2857142857142857
55,3,1,4,4,3,2,2525,7,20,3,4,3,33,6,4,12,10,2,12,0,1,0,0,1,0,1,0,0.03649960933139859,2.0,0.35294117647058826
21,8,2,1,2,2,2,19987,1,23,3,2,2,19,5,2,13,12,3,9,0,1,1,0,0,1,0,0,0.9957975167144222,3.0,0.65
36,2,1,2,1,4,2,19503,9,24,3,2,2,7,1,4,0,0,0,0,1,2,0,1,0,0,1,0,0.8851831386169877,0.0,0.0
57,4,4,1,4,1,1,15926,6,17,3,1,2,33,0,4,1,1,1,1,0,2,0,1,0,0,1,0,0.5681244079570571,1.0,0.029411764705882353
36,16,5,4,2,4,4,14678,5,25,3,1,0,24,0,3,3,2,1,3,0,1,1,0,0,0,1,0,0.6247055078000636,1.0,0.12
38,10,4,2,4,4,3,18289,2,25,3,3,0,11,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0.8081259069092532,0.0,0.0
25,14,5,3,4,4,3,9910,8,15,3,3,0,18,6,4,11,10,2,10,0,2,0,1,0,0,0,1,0.2626302494474266,2.0,0.5789473684210527
27,7,4,2,4,2,1,19633,5,25,4,2,3,5,2,4,0,0,0,0,0,0,0,1,0,1,0,0,0.9061809283233344,0.0,0.0
45,6,1,1,4,3,4,10873,3,25,3,1,1,19,1,2,11,4,1,11,0,0,0,1,0,0,1,0,0.3056915061572466,1.0,0.55
35,4,5,4,3,1,4,17549,3,25,3,2,0,32,6,1,4,4,1,1,0,1,1,0,0,0,0,1,0.7937599490608087,1.0,0.12121212121212122
44,5,3,4,1,2,3,9574,4,19,3,4,0,22,5,4,9,8,7,7,0,1,0,1,0,0,1,0,0.24775023681717714,7.0,0.391304347826087
35,10,5,2,1,3,1,18917,6,17,3,3,0,10,6,1,1,1,1,1,1,0,0,1,0,0,1,0,0.8109804231133565,1.0,0.09090909090909091
32,13,2,1,1,3,3,18741,0,13,3,2,2,5,3,4,0,0,0,0,1,1,0,1,0,0,0,1,0.7934164824755289,0.0,0.0
23,10,4,4,1,2,4,19062,1,16,3,2,1,4,2,4,0,0,0,0,0,1,0,1,0,0,0,1,0.8270050520997789,0.0,0.0
56,13,4,4,4,4,2,18597,7,20,3,4,1,32,4,4,6,6,1,4,0,2,0,1,0,1,0,0,0.7780233659614777,1.0,0.18181818181818182
48,18,3,2,4,4,4,16504,2,22,3,2,1,27,0,4,11,11,1,4,0,1,0,1,0,0,1,0,0.6055415219450584,1.0,0.39285714285714285
35,4,5,1,4,1,2,19395,1,23,3,2,2,13,6,3,1,1,1,0,0,1,0,1,0,0,0,1,0.8699084306915061,1.0,0.07142857142857142
41,13,5,4,3,4,1,5191,7,16,3,4,1,10,2,3,4,4,2,4,0,1,0,1,0,1,0,0,0.09334543732238712,2.0,0.36363636363636365
52,7,5,1,2,3,2,8378,3,24,3,1,1,27,5,1,6,6,1,6,0,1,0,1,0,0,1,0,0.19932112409220082,1.0,0.21428571428571427
37,19,4,1,4,1,4,18977,0,22,3,3,3,12,5,2,5,2,3,5,1,1,0,1,0,1,0,0,0.8180454688980108,3.0,0.38461538461538464
43,8,4,4,1,4,1,4676,9,20,3,4,1,32,5,1,20,10,2,11,0,1,0,1,0,0,1,0,0.07834701610356805,2.0,0.6060606060606061
45,5,2,3,3,1,3,18299,9,25,4,1,2,6,1,3,1,1,1,1,0,2,0,1,0,1,0,0,0.751144616356173,1.0,0.14285714285714285
29,12,4,2,3,5,3,14622,6,20,3,1,0,4,6,1,0,0,0,0,0,1,0,1,0,0,1,0,0.4900536785601516,0.0,0.0
47,9,3,3,2,3,3,6071,5,25,3,1,0,25,4,4,3,2,1,3,1,2,0,1,0,0,1,0,0.12018471739816862,1.0,0.11538461538461539
21,3,2,1,2,2,2,13609,4,24,3,1,2,2,4,2,2,2,2,2,0,0,1,0,0,0,0,1,0.5680356574339382,2.0,0.6666666666666666
59,6,2,2,1,5,1,19978,7,21,3,4,3,31,5,1,3,2,1,3,0,1,0,1,0,0,1,0,0.9861856646668772,1.0,0.09375
53,15,3,3,4,5,1,20000,7,25,3,3,1,33,5,2,11,11,2,10,0,1,0,0,1,0,0,1,1.0,2.0,0.3235294117647059
41,10,3,3,4,1,4,15080,0,23,3,1,3,36,5,3,21,11,1,14,0,1,1,0,0,1,0,0,0.6481375358166189,1.0,0.5675675675675675
59,13,5,3,3,2,3,14718,8,21,3,4,2,34,5,4,7,7,2,7,0,1,0,1,0,1,0,0,0.49577676034101675,2.0,0.2
49,16,4,1,2,2,4,16872,3,18,3,1,3,30,0,1,15,5,3,3,0,1,0,0,1,1,0,0,0.6956133497042081,3.0,0.4838709677419355
59,2,5,1,4,5,3,11937,8,14,3,2,2,38,4,3,33,18,5,11,0,1,1,0,0,1,0,0,0.4754536771728749,5.0,0.8461538461538461
59,6,2,2,1,3,2,14707,3,19,3,1,0,29,5,2,6,6,1,4,0,1,1,0,0,0,0,1,0.626870423432028,1.0,0.2
43,14,4,1,4,2,3,13383,3,25,3,2,2,23,3,4,6,6,1,6,0,1,0,1,0,1,0,0,0.4254025892011367,1.0,0.25
36,24,4,4,2,5,1,19987,7,23,3,4,2,31,3,2,1,0,1,1,0,2,0,1,0,0,1,0,0.9908430691506157,1.0,0.03125
22,12,2,3,1,2,3,2546,8,25,3,2,2,5,4,1,1,1,1,1,0,1,1,0,0,1,0,0,0.055396370582617004,1.0,0.16666666666666666
46,21,2,3,1,1,2,6467,0,25,4,1,1,12,6,4,0,0,0,0,0,1,0,0,1,0,1,0,0.1716709454180154,0.0,0.0
40,10,5,2,3,4,3,19685,2,24,4,2,2,13,5,4,0,0,0,0,0,2,0,1,0,0,0,1,0.9152589201136723,0.0,0.0
47,2,2,4,4,4,1,7631,7,15,3,1,0,21,3,3,0,0,0,0,0,2,0,1,0,1,0,0,0.1708241237764446,0.0,0.0
